donation_id,donor_id,donation_date,amount,campaign,payment_method,is_recurring
D101479,DON1241,2025-10-17,457.65,Spring Appeal,stock_transfer,False
D101391,DON1205,2025-01-03,143.61,Gala 2026,ach,True
D102140,DON1356,2025-09-23,429.23,Spring Appeal,ach,True
D101364,DON1102,2026-02-01,78.38,Corporate Match,check,False
D102042,DON1346,2025-02-13,398.68,Gala 2026,credit_card,False
D100242,DON1284,2025-02-11,266.07,Monthly Giving,paypal,False
D102062,DON1118,2025-09-24,144.98,Gala 2026,check,False
D102364,DON1028,2025-05-20,371.28,Gala 2025,credit_card,True
D100601,DON1298,2024-11-26,425.21,Monthly Giving,paypal,False
D102436,DON1392,2024-11-06,208.97,Gala 2026,paypal,False
D101298,DON1164,2026-03-25,205.06,Year-End Giving,paypal,False
D102215,DON1110,2025-01-07,366.9,Gala 2026,check,False
D102069,DON1186,2025-10-18,253.23,Alumni Fund,paypal,False
D100647,DON1146,2026-02-21,228.33,Monthly Giving,credit_card,False
D101529,DON1332,2026-01-21,155.43,Spring Appeal,stock_transfer,False
D101268,DON1060,2025-11-05,479.23,Gala 2026,check,True
D101900,DON1345,2026-04-04,313.35,Gala 2025,ach,False
D100563,DON1241,2025-09-02,182.93,Alumni Fund,check,False
D100190,DON1023,2025-03-28,5919.63,Gala 2025,paypal,False
D101807,DON1303,2025-11-27,446.84,Alumni Fund,credit_card,False
D100976,DON1092,2026-01-11,262.56,Gala 2025,stock_transfer,False
D102048,DON1012,2025-02-19,92.07,Corporate Match,stock_transfer,False
D101083,DON1283,2026-02-12,127.76,Spring Appeal,stock_transfer,False
D100475,DON1008,2024-11-01,159.51,Gala 2026,credit_card,False
D100748,DON1305,2026-07-21,31.49,Monthly Giving,paypal,False
D102301,DON1374,2024-12-12,466.94,Gala 2025,check,True
D100022,DON1397,2024-10-31,498.22,Gala 2025,paypal,False
D100460,DON1162,2025-08-22,347.96,Gala 2025,stock_transfer,False
D101185,DON1256,2026-02-09,343.65,Monthly Giving,check,False
D102325,DON1208,2024-11-02,445.33,Gala 2025,ach,False
D100956,DON1045,2026-05-21,278.89,Alumni Fund,paypal,True
D101216,DON1376,2025-05-30,441.57,Corporate Match,paypal,False
D102434,DON1081,2024-12-25,308.3,Spring Appeal,stock_transfer,False
D101516,DON1268,2024-10-13,404.56,Corporate Match,paypal,False
D102392,DON1294,2026-07-23,101.29,Year-End Giving,credit_card,True
D100770,DON1378,2024-11-16,499.52,Spring Appeal,paypal,False
D101686,DON1353,2024-09-23,323.83,Gala 2026,ach,False
D100131,DON1103,2024-12-25,344.04,Monthly Giving,credit_card,False
D102136,DON1251,2026-05-01,447.31,Monthly Giving,paypal,False
D101483,DON1315,2026-03-22,251.47,Alumni Fund,stock_transfer,True
D100331,DON1170,2025-03-27,378.8,Monthly Giving,paypal,False
D101239,DON1063,2025-03-22,469.8,Year-End Giving,paypal,False
D100467,DON1114,2026-06-05,498.71,Gala 2026,stock_transfer,False
D102170,DON1084,2025-01-12,398.25,Year-End Giving,credit_card,False
D101639,DON1165,2025-05-27,305.27,Corporate Match,check,True
D101096,DON1161,2025-10-21,257.91,Gala 2025,credit_card,False
D101131,DON1063,2026-06-02,448.36,Spring Appeal,credit_card,False
D101295,DON1179,2025-05-25,98.23,Gala 2025,ach,False
D100861,DON9229,2026-03-03,114.44,Gala 2026,check,False
